#,"ID Detalle Factura","Número de factura","Campaña o aviso institucional","Nombre campaña o aviso institucional","Clasificación del servicio","Categoría del servicio","Subcategoría del servicio",Unidad,"Sujeto obligado contratante","Partida contratante","Sujeto obligado solicitante","Partida solicitante","Área administrativa solicitante","Descripción del servicio o producto adquirido",Cantidad,"Precio unitario con I.V.A incluido",Monto,Estatus
363,368,202245,"Avisos Institucionales","Edictos 2017","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante inserción del edícto dirigido a titulares de datos personales que tuvieron una presunta afectación de la operación del sofware ""Pegasus"" ",1.00,16008.00,16008.00,Activo
364,369,72298,"Avisos Institucionales","Premio de Innovación y Buenas Prácticas en la Protección de Datos Personales 2017","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios complementarios del aviso institucional con motivo del Premio de Innovación y Buenas Prácticas en la Protección de Datos Personales 2017",1.00,17400.00,17400.00,Activo
365,370,50841,Campañas,"Institucional 2017","Otros servicios asociados a la comunicación ","Análisis, estudios y métricas","Estudios (Pre-Campaña, Post-Campaña)","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios relacionados con la participación en un estudio omnibus para conocer la penetración, impacto y percepción de la campaña de comunicación social 2016 del Instituto Nacional de Transparencia, Acceso a la Información y Protección de DatosPersonales",1.00,90480.00,90480.00,Activo
366,371,384,Campañas,"Institucional 2017","Otros servicios asociados a la comunicación ","Producción de contenidos",Producción,"Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de producción de materiales de audio, video e impresos para la campaña institucional 2017",1.00,1135640.00,1135640.00,Activo
367,372,393,Campañas,"Institucional 2017","Otros servicios asociados a la comunicación ","Producción de contenidos",Producción,"Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de producción de materiales de audio, video e impresos para la campaña institucional 2017",1.00,1135640.00,1135640.00,Activo
368,373,92,Campañas,"Institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de las sesiones ordinarias del pleno del INAI ",3.00,7203.60,21610.80,Activo
369,374,90,Campañas,"Quehacer institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de las sesiones ordinarias del pleno del INAI ",4.00,7203.60,28814.40,Activo
370,375,91,Campañas,"Institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales del evento institucional denominado ""Toma de protesta del Consejo Consultivo del INAI"".",1.00,7203.60,7203.60,Activo
371,376,93,Campañas,"Institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales del evento institucional denominado ""Verificación Diagnóstica""",1.00,7203.60,7203.60,Activo
372,377,94,Campañas,"Institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de las sesiones ordinarias del pleno del INAI ",2.00,7203.60,14407.20,Activo
373,378,113,Campañas,"Institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de las sesiones ordinarias del pleno del INAI ",2.00,7203.60,14407.20,Activo
374,379,120,Campañas,"Quehacer institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de las sesiones ordinarias del pleno del INAI ",3.00,7203.60,21610.80,Activo
375,380,136,Campañas,"Institucional 2017","Otros servicios asociados a la comunicación ","Análisis, estudios y métricas","Estudios (Pre-Campaña, Post-Campaña)","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio relacionado con la elaboración de un estudio de opinión cuantitativo mediante la técnica de encuesta cara a cara a nivel nacional ",1.00,694260.00,694260.00,Activo
376,381,2019,"Avisos Institucionales","Día Internacional de Proteccion de Datos Personales 2018","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Servicio de difusión en medios complementarios del aviso institucional con motivo del Día Internacional de Protección de Datos Personales 2018",1.00,81200.00,81200.00,Activo
377,382,192202,"Avisos Institucionales","Día Internacional de Proteccion de Datos Personales 2018","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Servicio de difusión en medios complementarios del aviso institucional con motivo del Día Internacional de Protección de Datos Personales 2018",1.00,53360.00,53360.00,Activo
378,383,1560,"Avisos Institucionales","Quehacer institucional 2018","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Servicio de difusión mediante la inserción del aviso institucional para sensibilizar los datos biométricos y cómo protegerlos",1.00,52200.00,52200.00,Activo
379,384,1702,"Avisos Institucionales","Día Internacional de Proteccion de Datos Personales 2018","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Servicio de difusión en mediante la inserción del aviso institucional con motivo de la celebración del Día Internacional de Protección de Datos Personales 2018",1.00,53046.80,53046.80,Activo
380,385,601,"Avisos Institucionales","Día Internacional de Proteccion de Datos Personales 2018","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Servicio de difusión mediante inserción del aviso institucional con motivo de la Día Internacional de Protección de Datos Personales 2018",1.00,52200.00,52200.00,Activo
381,386,208621,"Avisos Institucionales","Día Internacional de Proteccion de Datos Personales 2018","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Servicio de difusión en medios complementarios del aviso institucional con motivo de la celebración del Día Internacional de Protección de Datos Personales 2018",1.00,99999.83,99999.83,Activo
382,387,1631,"Avisos Institucionales","Día Internacional de Proteccion de Datos Personales 2018","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Servicio de difusión en mediante la inserción del aviso institucional con motivo del Premio a la Innovación en Transparencia 2018.",1.00,52200.00,52200.00,Activo
383,388,2098,"Avisos Institucionales","I Cumbre Nacional de Gobierno Abierto","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Servicio de difusión en medios complementarios del aviso institucional con motivo de la Cumbre Nacional de Gobierno Abierto",1.00,44631.00,44631.00,Activo
384,389,864,"Avisos Institucionales","I Cumbre Nacional de Gobierno Abierto","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Servicio de difusión en medios complementarios del aviso institucional con motivo de la Cumbre Nacional de Gobierno Abierto.",1.00,20000.00,20000.00,Activo
385,390,907,"Avisos Institucionales","Foro de la Ley General de Archivos.2018","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Servicio de difusión en medios complementarios del aviso institucional con motivo del Foro de la Ley General de Archivos, Instrumento para fortalecer la transparencia, la rendición de cuentas y preservar la memoria histórica",1.00,29000.00,29000.00,Activo
